user_id,country,source,platform,device_family,event_1,event_2,revenue
741c1134,es,Organic,iOS,Apple iPhone,167,29,0.523296
d304136d,es,Organic,iOS,Apple iPhone,52,4,0.149011
a9e1aac2,es,Organic,iOS,Apple iPhone,154,0,0.421811
3aefcffc,pe,Organic,Android,HUAWEI HUAWEI POT-LX3,17,1,0.025452
d0a20735,de,Organic,ios,Apple iPhone,223,34,1.691477
85109b15,es,Organic,iOS,Apple iPhone,0,0,0.0
3b941e33,es,Organic,iOS,Apple iPhone,0,0,0.0
05a1dde6,es,Organic,iOS,Apple iPhone,0,0,0.0
c9e5014d,es,Non-Organic,iOS,Apple iPhone,27,0,0.079648
2058082b,es,Organic,iOS,Apple iPhone,59,0,0.15913
5491987d,es,Organic,iOS,Apple iPhone,336,24,0.996512
3effcb3d,es,Organic,iOS,Apple iPhone,0,0,0.0
f5a050b6,es,Organic,iOS,Apple iPhone,174,123,0.730391
b6ac2103,es,Organic,iOS,Apple iPad,42,0,0.108721
c0c98088,es,Organic,ios,Apple iPhone,0,0,0.0
b2e35076,es,Non-Organic,iOS,Apple iPhone,43,3,0.113302
6bb6cb28,es,Non-Organic,iOS,Apple iPhone,0,0,0.0
82d06ceb,es,Non-Organic,iOS,Apple iPhone,0,0,0.0
13c8fe69,es,Organic,iOS,Apple iPhone,42,6,0.135094
a998ed1e,es,Non-Organic,iOS,Apple iPhone,3,0,0.00939
87c63424,es,Organic,iOS,Apple iPhone,0,0,0.0
7ecdc077,es,Organic,iOS,Apple iPhone,0,0,0.0
6d28af10,es,Organic,iOS,Apple iPhone,0,0,0.0
de12807e,es,Non-Organic,iOS,Apple iPhone,14,0,0.039613
0871a03e,es,Organic,iOS,Apple iPhone,74,7,0.227552
17e47783,es,Organic,iOS,Apple iPhone,25,2,0.073959
dfa0ebe1,es,Organic,iOS,Apple iPhone,83,0,0.238782
c3f3ba79,es,,iOS,Apple iPhone,140,5,0.392899
985c3815,es,Organic,iOS,Apple iPad,5,0,0.014184
88b8d78a,es,Non-Organic,iOS,Apple iPhone,51,2,0.133658
b5329002,es,Organic,iOS,Apple iPhone,649,112,2.233616
abd250f0,es,Non-Organic,iOS,Apple iPhone,162,50,0.486082
04730cf1,es,Organic,iOS,Apple iPhone,48,0,0.15082
cab49191,es,,iOS,Apple iPhone,0,0,0.0
f521713f,es,Non-Organic,iOS,Apple iPhone,55,1,0.161161
40e03b9d,es,,iOS,Apple iPhone,191,0,0.514559
8a9ebd93,es,Organic,iOS,Apple iPhone,0,0,0.0
f34dd365,es,Organic,iOS,Apple iPhone,20,0,0.045766
7db4a060,es,Organic,iOS,Apple iPhone,147,11,0.374913
e0e5c9b5,es,Organic,iOS,Apple iPhone,68,0,0.186589
97ba6bb7,es,Organic,iOS,Apple iPhone,13,0,0.038158
2915b6ad,es,Non-Organic,iOS,Apple iPhone,124,3,0.364387
2aeae3c9,es,Organic,iOS,Apple iPhone,268,8,0.775968
9c040516,es,Organic,iOS,Apple iPhone,38,0,0.111314
9e98bf4b,es,Organic,iOS,Apple iPhone,110,3,0.314024
f7d24f6a,es,Organic,iOS,Apple iPhone,66,0,0.16661
156ad30d,es,Organic,iOS,Apple iPhone,49,1,0.141833
3c581646,es,Organic,iOS,Apple iPhone,105,0,0.310898
8840aab2,es,Organic,iOS,Oppo Phone,0,643,0.500144
544cf5c2,it,,Android,realme realme RMX2111,30,0,0.052315
38a2fa79,ar,Organic,Android,Samsung Galaxy Phone,92,1,0.07568
2504388e,ar,Organic,Android,samsung samsung SM-A015M,139,7,0.127218
436eae1a,ar,,Android,Motorola Phone,214,33,0.19275
858f89a9,co,Organic,iOS,Apple iPhone,0,0,0.0
81f28836,it,Organic,iOS,Apple iPad,0,0,0.0
be518222,de,Organic,Android,Samsung Galaxy Tab,94,0,0.335152
e4c45c23,uy,Organic,Android,Samsung Galaxy Phone,0,0,0.0
221a47a0,es,Organic,Android,Xiaomi Xiaomi M2007J3SY,0,0,0.0
d60cde13,es,Organic,Android,Samsung Galaxy Phone,0,1,0.001653
f4e76acc,es,Organic,Android,Redmi Xiaomi M2003J15SC,84,4,0.095043
3d9cf019,es,Organic,Android,Samsung Galaxy Phone,8,10,0.031298
51288bcf,es,Organic,Android,Huawei Phone,118,0,0.191137
df72f586,es,Organic,Android,Samsung Galaxy Phone,0,0,0.0
fa73a83c,es,Organic,Android,Xiaomi Phone,71,0,0.115818
6a0ac5d5,es,Organic,Android,Xiaomi Phone,38,0,0.067496
ba74606d,es,Organic,Android,Samsung Galaxy Phone,0,0,0.0
23d5d67b,es,Organic,Android,Xiaomi Xiaomi MI 9,62,2,0.128222
7d5fcf1f,es,Organic,Android,Huawei Phone,7,0,0.013322
e72dcfb6,es,Organic,Android,Sony Xperia Tablet,3,0,0.004187
e8c2d96d,es,Organic,Android,Redmi Xiaomi Redmi Note 9 Pro,0,0,0.0
b2fe4705,es,,Android,SPC DARK GLEE 10.1 DARK GLEE 10.1 1.1,13,3,0.028413
904ddbd2,es,Organic,Android,Xiaomi Phone,0,0,0.0
64b9cbbc,es,Organic,Android,Samsung Galaxy Phone,49,7,0.110126
a74194f5,es,Organic,Android,Xiaomi Phone,35,0,0.059324
5fcbc76f,es,Organic,Android,Samsung Galaxy Phone,0,0,0.0
1303675b,es,Organic,Android,Huawei Phone,0,0,0.0
d73254c5,es,Organic,Android,Samsung Galaxy Phone,4,4,0.016331
ca98a9a4,es,Organic,Android,Redmi Xiaomi M2004J19C,250,2,0.243735
3916c6f2,es,Organic,Android,Samsung Galaxy Phone,229,16,0.504073
de00b4dd,es,Organic,Android,Xiaomi Phone,33,6,0.068881
f8af6426,es,Organic,Android,Huawei Phone,146,5,0.281089
c58927cf,es,Organic,Android,Xiaomi Xiaomi M2002J9G,8,0,0.015746
efb312d4,es,Organic,Android,samsung samsung SM-T500,20,0,0.042597
b68746de,es,Organic,Android,Samsung Galaxy Phone,0,0,0.0
6fe2108c,es,Organic,Android,Samsung Galaxy Tab,89,15,0.188147
c4fc8d63,es,Organic,Android,Redmi Xiaomi Redmi Note 9S,17,1,0.022796
1d42c144,es,Organic,Android,Xiaomi Phone,42,0,0.091455
f4ac9ca7,es,Organic,Android,Xiaomi Phone,6,1,0.012422
ed7e7dd6,es,Organic,Android,samsung samsung SM-G998B,6,0,0.013922
4537da62,es,Organic,Android,Xiaomi Phone,15,0,0.029988
2fe31389,es,Organic,Android,Xiaomi Phone,0,0,0.0
18a614fd,es,Organic,Android,samsung samsung SM-T500,257,0,0.468657
2cdf838b,es,Organic,Android,samsung samsung SM-T500,58,1,0.133164
84899dd1,es,Organic,Android,Xiaomi Phone,9,4,0.024426
fae009f1,es,Organic,android,HONOR HUAWEI LLD-L21,99,0,0.159445
38054416,es,Organic,Android,Xiaomi Phone,0,0,0.0
950aa36d,es,Organic,Android,OPPO OPPO CPH2067,14,1,0.014551
1776822e,ec,Organic,iOS,Apple iPhone,0,0,0.0
cc9cd556,ar,Organic,iOS,Apple iPhone,1,0,0.001401
81e4de58,in,Organic,Android,Samsung Galaxy Phone,0,0,0.0
0b07fffb,ve,Organic,Android,LG Phone,0,0,0.0
e5dcb7b8,fr,Organic,Android,Samsung Galaxy Tab,0,0,0.0
44f4177a,fr,Organic,Android,Samsung Galaxy Phone,14,2,0.050355
fe306d48,fr,Organic,Android,Huawei Phone,65,0,0.19028
6fa2f041,fr,Organic,Android,Huawei Phone,29,1,0.087233
27a14674,fr,Organic,Android,Samsung Galaxy Tab,11,0,0.031523
7290c2fc,fr,Organic,Android,Samsung Galaxy Phone,262,1,0.818357
c10dda4e,es,Organic,iOS,Apple iPhone,8,0,0.025698
36c0726a,es,Organic,iOS,Apple iPhone,2,0,0.00574
e8db438a,es,Organic,iOS,Apple iPhone,0,0,0.0
30495c19,es,,iOS,Apple iPhone,19,2,0.053221
ab4aea2b,es,Organic,iOS,Apple iPhone,0,0,0.0
646d6933,es,Organic,iOS,Apple iPhone,0,0,0.0
8d9f049e,es,Organic,iOS,Apple iPad,3,0,0.007468
0f99b5d5,es,Organic,iOS,Apple iPhone,0,0,0.0
32e7092a,es,Organic,iOS,Apple iPhone,0,0,0.0
f4640642,es,Organic,iOS,Apple iPhone,2,0,0.005153
7b42258e,es,Organic,iOS,Apple iPhone,0,0,0.0
470f1462,es,,iOS,Apple iPhone,5,0,0.015138
56f287d7,es,Organic,iOS,Apple iPhone,0,42,0.089041
3d82985b,es,Organic,iOS,Apple iPhone,58,0,0.147593
16881ec9,es,Organic,iOS,Apple iPhone,0,0,0.0
2f52241f,ar,,Android,samsung samsung SM-A315G,0,0,0.0
84d62881,ar,Organic,Android,samsung samsung SM-A307G,511,143,0.588692
178168ce,ar,Organic,Android,HUAWEI HUAWEI DUB-LX3,78,6,0.077738
d0bef3e9,ar,Organic,Android,Samsung Galaxy Phone,112,3,0.097798
35d81fb5,ar,Organic,Android,Motorola Phone,307,6,0.269538
ab600b9d,gb,Organic,iOS,Apple iPhone,13,0,0.075738
d134a71e,mx,Organic,Android,Samsung Galaxy Note,65,0,0.112908
6c02b5d4,ca,,iOS,Apple iPhone,224,11,1.434287
3adec9ce,fr,Organic,iOS,Apple iPad,6,0,0.037765
0c48f17e,br,Organic,Android,motorola motorola motorola one hyper,52,6,0.097858
366a25a5,id,Organic,iOS,Apple iPad,17,0,0.09394
748da027,us,Organic,iOS,Apple iPhone,0,0,0.0
d9f6ddc8,mx,,iOS,Apple iPhone,0,0,0.0
2fca66b4,mx,Organic,iOS,Apple iPhone,31,1,0.108564
2642ccae,fr,Organic,iOS,Apple iPhone,35,1,0.135883
feaac092,fr,Organic,iOS,Apple iPhone,0,3,0.011062
1f5835ef,fr,Organic,iOS,Apple iPhone,423,0,1.945429
4ef0d922,it,Organic,Android,Huawei Phone,0,0,0.0
d2018be3,it,Organic,Android,Lenovo LENOVO Lenovo TB-X505F,157,1,0.250253
30cb3a02,it,Organic,Android,Samsung Galaxy Phone,8,34,0.090917
01954af7,tr,Organic,Android,Xiaomi Xiaomi Redmi 8,92,6,0.043936
689cc7cd,tr,Organic,Android,Samsung Galaxy Phone,69,14,0.028707
8ba9c662,nl,Organic,iOS,Apple iPad,69,0,0.183596
d8ae4612,uy,Organic,iOS,Apple iPhone,0,18,0.041472
f44516e7,ve,Organic,android,Redmi Xiaomi M2006C3LG,3,0,0.000479
a03aa3f6,ve,Organic,Android,samsung samsung SM-A505G,58,1,0.014626
2d4691fa,uy,Organic,Android,HUAWEI HUAWEI JKM-LX3,29,0,0.023638
80775106,uy,Organic,Android,Xiaomi Phone,0,0,0.0
86291d39,nz,Organic,Android,samsung samsung SM-A305F,9,2,0.118919
19c4b6ca,pe,,Android,HUAWEI HUAWEI ELE-L04,0,0,0.0
64cf9d28,pe,,Android,Huawei Phone,0,0,0.0
8a01c120,ar,,iOS,Apple iPhone,402,0,0.738805
994817d1,fi,Organic,iOS,Apple iPhone,303,3,0.734281
2f62538c,es,Organic,Android,Redmi Xiaomi M2004J19C,64,1,0.050787
90a18d9c,es,Non-Organic,Android,Samsung Galaxy Phone,1296,52,2.985332
2850bfea,es,Organic,Android,Samsung Galaxy Phone,426,38,1.031986
6fbb7237,es,Organic,Android,Huawei Phone,17,2,0.034531
02879a22,es,Organic,Android,samsung samsung SM-A307FN,26,0,0.056977
1a3a2c69,es,Organic,Android,TCL TCL 5008Y_EEA,58,28,0.14093
f629bd72,es,Organic,Android,Samsung Galaxy Phone,185,0,0.403902
0af8125e,es,Organic,Android,Xiaomi Phone,627,192,1.626921
aac19239,es,Organic,android,HUAWEI HUAWEI YAL-L21,21,1,0.039433
7af9a09b,es,Organic,Android,samsung samsung SM-N770F,136,0,0.250216
a3d447c9,es,Organic,Android,Xiaomi Phone,4,0,0.00744
9d26b8e3,es,Organic,Android,samsung samsung SM-J400F,39,0,0.082918
f52b8fa1,es,Organic,Android,samsung samsung SM-A217F,12,2,0.031421
9a0f4b36,es,,Android,Samsung Galaxy Phone,26,8,0.061524
52a72042,es,Organic,Android,OPPO OPPO CPH2065,33,14,0.031696
c8fccc07,es,Organic,Android,xiaomi Xiaomi Redmi Note 8T,7,0,0.01296
8d84767d,es,Organic,Android,Huawei Phone,28,4,0.0676
8cb8500d,es,Organic,Android,Samsung Galaxy Phone,311,0,0.605073
cb893604,es,Organic,Android,Xiaomi Phone,331,1,0.484047
64762232,es,Organic,Android,Samsung Galaxy Phone,21,0,0.038087
3baaafb3,es,Organic,Android,Xiaomi Xiaomi Redmi 7A,186,0,0.351478
4283aa00,es,Organic,Android,Samsung Galaxy Phone,178,5,0.386293
a91828ea,es,Organic,Android,Huawei Phone,291,96,0.695295
841591b8,es,Organic,Android,Huawei Phone,321,105,0.747582
f613baf0,es,Organic,Android,Xiaomi Phone,450,43,0.90994
bb98f1dc,es,Non-Organic,Android,xiaomi Xiaomi Redmi Note 8T,64,6,0.146818
8f177887,es,Non-Organic,Android,OPPO OPPO CPH1941,306,50,0.397002
6eb4daf9,es,Organic,android,Redmi Xiaomi Redmi Note 9 Pro,15,1,0.019194
5f8bbc77,es,Organic,Android,Samsung Galaxy Phone,98,0,0.210709
7f5b531d,es,Organic,Android,Samsung Galaxy Phone,18,0,0.033472
795db0e7,es,Organic,Android,Samsung Galaxy Tab,48,9,0.126313
ae32f55a,es,Organic,Android,Samsung Galaxy Phone,83,0,0.14678
15378de9,es,Organic,Android,Huawei Phone,221,51,0.509244
03436b1e,es,Organic,Android,Xiaomi Phone,99,0,0.177947
4c8a48a0,es,Organic,Android,Samsung Galaxy Phone,241,5,0.530727
f4244269,es,Organic,Android,samsung samsung SM-A125F,43,4,0.105232
7552e64e,es,Organic,android,Samsung Galaxy Phone,83,6,0.180679
9e60d821,es,Non-Organic,Android,Samsung Galaxy Phone,281,6,0.572978
20cb0bae,es,Non-Organic,Android,Samsung Galaxy Note,326,16,0.702201
fdc36794,es,,Android,Huawei Phone,177,22,0.333713
7091ce0b,es,Organic,Android,Huawei Phone,149,25,0.320603
359cfc3f,es,Non-Organic,Android,HONOR HUAWEI HRY-LX1,260,12,0.424224
e8ad1e48,es,Organic,Android,Redmi Xiaomi M2006C3MG,52,3,0.058416
e60f0b4d,es,Organic,android,Samsung Galaxy Phone,271,31,0.520486
38789717,es,Non-Organic,Android,Huawei Phone,306,0,0.579542
984bf53a,es,Non-Organic,Android,Xiaomi Phone,42,0,0.094331
d47ce5d6,es,Organic,Android,samsung samsung SM-T500,149,10,0.35655
54eb8fbc,es,Organic,Android,Xiaomi Phone,83,3,0.135427
1ea806a7,es,Organic,android,xiaomi Xiaomi Redmi Note 8T,121,0,0.213225
d49f9a58,es,Organic,Android,Redmi Xiaomi M2004J19C,486,25,0.411338
5f6cd9e3,es,,Android,Xiaomi Phone,199,2,0.350173
80e52722,es,Organic,Android,Huawei Phone,58,2,0.108916
7723a7cf,es,Organic,Android,Xiaomi Phone,8,0,0.016974
a553aa40,es,Non-Organic,android,Xiaomi Phone,325,7,0.609688
66ebc225,es,Organic,Android,Samsung Galaxy Phone,0,36,0.060957
da29dfda,es,Organic,Android,HUAWEI HUAWEI ATU-L11,29,0,0.057631
1538b377,es,,Android,BEISTA hena G12,38,8,0.082405
13979b6b,es,Organic,Android,HONOR HUAWEI HRY-LX1,4,0,0.006684
6b7531f0,es,Organic,Android,Redmi Xiaomi M2004J19C,20,0,0.01876
ba15b873,es,Organic,Android,Xiaomi Phone,120,0,0.272812
ecd2ae43,es,Organic,Android,Xiaomi Phone,159,29,0.312597
71eeb5f0,es,,Android,samsung samsung SM-A217F,63,0,0.121158
7795a334,es,Organic,Android,Samsung Galaxy Phone,137,0,0.258127
fa59f8ae,es,Organic,Android,OPPO OPPO CPH2135,52,21,0.073911
67b1c3d6,es,,Android,Xiaomi Xiaomi M2007J17G,51,0,0.09308
d3d08202,es,Organic,Android,samsung samsung SM-A217F,12,2,0.028662
c7d3bd43,py,Organic,iOS,Apple iPhone,42,3,0.031578
d74a61f8,us,Organic,Android,samsung samsung SM-A205U,0,0,0.0
5756b822,us,Organic,Android,Google Phone,3,0,0.030384
b769e882,co,Organic,iOS,Apple iPhone,12,0,0.028818
107c04ba,pe,Organic,Android,HUAWEI HUAWEI AGS-W09,0,0,0.0
8a9a5a1e,pe,Organic,iOS,Apple iPad,69,12,0.169578
8a00498f,pt,Organic,Android,samsung samsung SM-A207F,2,1,0.002901
db0f35ab,pt,Organic,Android,Xiaomi Phone,10,1,0.010654
faf651b4,ar,Organic,iOS,Apple iPad,149,1,0.249655
64273321,es,,Android,Samsung Galaxy Phone,15,0,0.028439
2a53a7c8,es,,Android,Blackview Blackview BV8000Pro,84,4,0.132706
0e669c11,es,Organic,Android,OPPO OPPO CPH2135,55,8,0.064494
8d659189,es,Organic,Android,Samsung Galaxy Phone,58,9,0.15067
a0ef8cb4,es,Organic,Android,OPPO OPPO CPH1837,164,2,0.215147
332e7c04,es,Organic,Android,realme realme RMX2030,5,0,0.00726
892e36c6,es,Organic,Android,Samsung Galaxy Phone,10,0,0.018991
67087997,es,Organic,Android,Samsung Galaxy Phone,16,5,0.04305
ee715765,es,Organic,Android,Teclast Teclast P20HD_EEA,0,0,0.0
32657afc,es,Organic,android,Huawei Phone,188,29,0.402444
03f680dd,es,Non-Organic,Android,HUAWEI HUAWEI DUB-LX1,134,4,0.261205
5865ad0f,es,Organic,Android,OPPO OPPO CPH2067,72,9,0.074649
1702c111,es,Organic,Android,xiaomi Xiaomi Redmi Note 8T,144,6,0.250994
4759c0be,es,Organic,Android,Samsung Galaxy Phone,55,1,0.114342
c7cedb0e,es,,Android,Xiaomi Xiaomi Mi 9 SE,80,1,0.149753
84e81833,es,Organic,Android,Samsung Galaxy Phone,130,10,0.304892
46ee8537,es,Organic,Android,Samsung Galaxy Tab,148,9,0.341837
962976ed,es,Non-Organic,Android,realme realme RMX1911,394,22,0.682662
9efd7208,es,Organic,Android,OPPO OPPO CPH2005,40,0,0.028134
1b017a34,es,Organic,Android,Samsung Galaxy Phone,66,2,0.143668
8ac18e57,es,Non-Organic,Android,Xiaomi Phone,109,0,0.218176
f4d70c77,es,,Android,HUAWEI HUAWEI HMA-L09,310,20,0.624681
c2b0e2eb,es,,android,xiaomi Xiaomi Redmi Note 8T,144,13,0.28716
c4c1b919,es,Organic,Android,Samsung Galaxy Phone,2669,0,5.843641
89830f97,es,Organic,Android,samsung samsung SM-N981B,146,1,0.319918
ca6ee0a8,es,Organic,Android,Xiaomi Phone,148,0,0.307028
00d85562,es,Organic,Android,Redmi Xiaomi Redmi Note 9 Pro,0,0,0.0
85664d0b,es,Organic,Android,Redmi Xiaomi Redmi Note 9S,277,1,0.314126
ef14fda0,es,Organic,Android,Samsung Galaxy Note,260,1,0.571705
0afff0e3,es,,Android,Samsung Galaxy Tab,106,1,0.208147
f7147f66,es,Organic,Android,Xiaomi Xiaomi M2007J17G,56,11,0.118265
27337e6d,es,Organic,Android,Samsung Galaxy Tab,396,74,0.831332
06a67173,es,Organic,Android,OPPO OPPO CPH1941,388,80,0.534243
e3382815,es,Organic,Android,POCO Xiaomi M2007J20CG,31,2,0.049203
81532792,es,Organic,Android,Xiaomi Phone,42,2,0.07431
5e157237,es,Organic,Android,Redmi Xiaomi Redmi Note 9S,3,0,0.003627
85fb9162,es,,Android,Xiaomi Xiaomi M2007J17G,100,0,0.200507
1cb01429,es,,Android,samsung samsung SM-A307FN,131,16,0.272467
36d2f24d,es,Organic,Android,Samsung Galaxy Phone,56,1,0.12368
a7ef0838,es,Organic,Android,Xiaomi Phone,17,0,0.03318
8b6fa6aa,es,Organic,Android,Samsung Galaxy Phone,0,0,0.0
b0b74011,es,Organic,Android,Xiaomi Xiaomi Mi 9 Lite,81,15,0.17588
b9f45d1a,es,Organic,Android,Samsung Galaxy Phone,2,0,0.004541
01d9e5c6,es,Organic,Android,Samsung Galaxy Tab,355,6,0.612191
f5c97de7,es,Non-Organic,Android,Xiaomi Phone,211,21,0.383877
deac396d,es,Organic,Android,Samsung Galaxy Phone,163,0,0.329123
59536b87,es,Organic,Android,Samsung Galaxy Phone,112,0,0.209554
8b74e5c9,es,,Android,Samsung Galaxy Phone,11,0,0.025089
4d2dcf12,es,,Android,LG Phone,26,2,0.041442
b59ec927,es,Organic,Android,Xiaomi Xiaomi M2007J3SG,121,21,0.276939
90e37c53,es,Organic,Android,Samsung Galaxy Phone,2,0,0.004151
915f3bf2,es,Organic,Android,Lenovo LENOVO Lenovo TB-X306F,18,0,0.02479
51c18ec8,es,Organic,Android,Huawei Phone,1,0,0.001881
39850291,es,Organic,Android,Samsung Galaxy Phone,66,0,0.13704
38225cc6,es,Organic,android,HUAWEI HUAWEI DRA-L21,72,1,0.154259
f6fb51e5,es,,android,OPPO OPPO CPH2161,410,119,0.434176
d65b4dda,es,Organic,Android,Samsung Galaxy Tab,129,0,0.313753
11d68fb6,es,Organic,Android,Xiaomi Phone,51,21,0.138257
0b6909ea,es,Organic,Android,Xiaomi Phone,57,0,0.103935
dea58b8e,es,Organic,Android,Samsung Galaxy Phone,0,3,0.005735
cf9e7441,es,,android,Redmi Xiaomi M2004J19C,1,0,0.001021
0a7ce062,es,Organic,Android,Xiaomi Xiaomi Redmi 7A,45,15,0.100793
4132889c,es,,Android,Xiaomi Phone,37,0,64812.533924
5bad90c3,es,Organic,Android,Samsung Galaxy Phone,231,0,0.44012
f3c8f5e0,es,Organic,Android,Xiaomi Xiaomi M2007J3SG,42,5,0.103918
cac52f05,es,Organic,Android,samsung samsung SM-G991B,419,0,0.838125
2b1b00ea,es,Organic,Android,Samsung Galaxy Tab,83,7,0.16387
af4df74c,de,Organic,Android,Samsung Galaxy Phone,0,60,0.367239
7901e6a8,es,Organic,Android,Huawei Phone,31,3,0.067024
3dc63ebd,es,Non-Organic,Android,Samsung Galaxy Phone,0,0,0.0
f7e2a379,es,Non-Organic,Android,Samsung Galaxy Phone,0,0,0.0
9477d0ad,es,Organic,Android,Huawei Phone,0,0,0.0
891ba3c6,es,Organic,Android,Samsung Galaxy Phone,0,0,0.0
98330994,es,,Android,OPPO OPPO CPH1931,2,4,0.004089
e9cd6dd4,es,Non-Organic,Android,Samsung Galaxy Phone,0,0,0.0
23fc9fdd,es,Organic,Android,Samsung Galaxy Phone,95,0,0.198454
cf73d165,es,Non-Organic,Android,Huawei Phone,27,4,0.063641
8a96045c,es,Non-Organic,Android,samsung samsung SM-A307FN,21,1,0.047745
47068091,es,Organic,Android,Huawei Phone,58,0,0.117845
c9564330,es,Organic,Android,Huawei Phone,2,0,0.003502
3effa955,es,Organic,Android,xiaomi Xiaomi Redmi Note 8T,163,5,0.310669
5481df5d,es,Organic,Android,Samsung Galaxy Phone,59,2,0.120185
da9a10e7,es,Non-Organic,Android,Samsung Galaxy Phone,0,0,0.0
7ec0560d,es,Organic,Android,Samsung Galaxy Phone,155,1,0.340623
dedc2811,es,Organic,Android,Samsung Galaxy Phone,0,0,0.0
3e1776ef,es,Non-Organic,Android,Samsung Galaxy Phone,9,3,0.022154
69e29797,es,Organic,Android,samsung samsung SM-A307FN,21,3,0.049458
eb9db080,es,,Android,Huawei Phone,0,0,0.0
40942104,es,,Android,Xiaomi Xiaomi Redmi 8,0,1,0.001516
ea19a424,es,Non-Organic,Android,Samsung Galaxy Tab,0,0,0.0
f14f4032,es,Organic,Android,Huawei Phone,0,0,0.0
ca6cca75,es,Non-Organic,Android,Samsung Galaxy Phone,33,4,0.067992
25009c38,es,Organic,Android,Samsung Galaxy Phone,0,0,0.0
b2ecff27,es,Organic,Android,HUAWEI HUAWEI ALP-L09,49,1,0.097448
03fb5900,es,,Android,Samsung Galaxy Phone,11,0,0.024771
b4e51b0b,es,Organic,Android,HUAWEI HUAWEI AGS-W09,0,0,0.0
9226f092,es,Non-Organic,Android,Xiaomi Phone,54,0,0.098173
463cc15e,es,Organic,Android,samsung samsung SM-T720,0,0,0.0
b25c0f45,es,,Android,Xiaomi Phone,127,0,0.244082
fd059932,es,Organic,Android,Samsung Galaxy Phone,0,0,0.0
db171584,es,Organic,Android,Redmi Xiaomi M2004J19C,14,0,0.017586
4eb9432d,es,Organic,Android,Samsung Galaxy Phone,37,3,0.080154
e8f0ca6c,es,Organic,Android,Xiaomi Phone,49,0,0.097401
493693ae,es,Organic,Android,Samsung Galaxy Phone,103,2,0.223171
93d99340,es,Organic,Android,Xiaomi Phone,21,0,0.04011
812167ee,es,,Android,Huawei Phone,26,2,0.053482
e926c9fa,es,Organic,Android,Samsung Galaxy Phone,8,0,0.017652
1a531d81,es,Non-Organic,Android,Samsung Galaxy Phone,36,2,0.074263
af9afa74,es,Non-Organic,Android,Samsung Galaxy Phone,66,4,0.145477
68efe67b,es,Organic,Android,ZTE ZTE ZTE BLADE A512,459,7,0.690507
b6c35eef,es,Non-Organic,Android,Redmi Xiaomi M2004J19C,273,28,0.336834
5323bc72,es,Organic,Android,samsung samsung SM-T500,124,1,0.267147
a3a54333,es,Organic,Android,Huawei Phone,1,0,0.002164
1161db4a,es,Organic,Android,Xiaomi Xiaomi Redmi 8,162,0,0.302486
c511daec,es,Organic,Android,Xiaomi Phone,115,6,0.208255
